,result,move,moveEnd,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64
962,Draw,57,27,None,None,None,None,None,None,K,None,None,None,None,Q,None,P,P,None,None,None,None,None,None,None,None,P,None,None,None,P,r,None,None,None,None,None,N,n,None,None,None,None,None,None,None,None,None,p,None,None,None,None,p,None,None,q,p,p,None,None,None,None,None,None,None,k,1
963,Draw,58,26,None,None,None,None,None,None,K,None,None,None,None,Q,None,P,P,None,None,None,None,None,None,None,None,P,None,None,None,P,N,None,None,None,None,None,None,n,None,None,None,None,None,None,None,None,None,p,None,None,None,None,p,None,None,q,p,p,None,None,None,None,None,None,None,k,0
964,Draw,59,25,None,None,None,None,None,None,K,None,None,None,None,Q,None,P,P,None,None,None,None,None,None,None,None,P,None,None,None,P,N,None,None,None,None,None,None,n,None,None,None,None,None,None,None,None,None,p,None,p,None,None,p,None,None,q,p,None,None,None,None,None,None,None,None,k,1
965,Draw,60,24,None,None,None,None,None,None,K,None,None,None,None,Q,None,P,P,None,None,None,N,None,None,None,None,P,None,None,None,P,None,None,None,None,None,None,None,n,None,None,None,None,None,None,None,None,None,p,None,p,None,None,p,None,None,q,p,None,None,None,None,None,None,None,None,k,0
966,Draw,61,23,None,None,None,None,None,None,K,None,None,None,None,Q,None,P,P,None,None,None,N,None,None,None,None,P,None,None,None,P,None,None,None,None,None,None,None,n,None,None,None,None,None,None,None,None,q,p,None,p,None,None,p,None,None,None,p,None,None,None,None,None,None,None,None,k,1
967,Draw,62,22,None,None,None,None,None,None,K,None,None,None,None,Q,None,P,P,None,None,None,None,None,None,None,None,P,None,None,None,P,None,None,None,None,None,None,None,N,None,None,None,None,None,None,None,None,q,p,None,p,None,None,p,None,None,None,p,None,None,None,None,None,None,None,None,k,0
968,Draw,63,21,None,None,None,None,None,None,K,None,None,None,None,Q,None,P,P,None,None,None,None,None,None,None,None,P,None,None,None,P,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,p,None,p,None,None,p,None,None,None,p,None,None,None,None,None,None,None,None,k,1
969,Draw,64,20,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,Q,None,None,P,None,None,None,P,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,p,None,p,None,None,p,None,None,None,p,None,None,None,None,None,None,None,None,k,0
970,Draw,65,19,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,Q,None,None,P,None,None,None,P,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,p,None,p,None,None,p,None,None,None,p,None,None,None,None,None,None,None,k,None,1
971,Draw,66,18,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,P,None,None,None,P,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,p,None,p,None,None,p,None,None,None,p,None,None,None,None,None,Q,None,k,None,0
972,Draw,67,17,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,P,None,None,None,P,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,p,None,p,None,None,p,None,None,None,p,k,None,None,None,None,Q,None,None,None,1
973,Draw,68,16,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,Q,None,None,P,None,None,None,P,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,p,None,p,None,None,p,None,None,None,p,k,None,None,None,None,None,None,None,None,0
974,Draw,69,15,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,Q,None,None,P,None,None,None,P,None,None,None,None,None,None,None,q,None,None,None,None,None,None,p,None,None,p,None,p,None,None,None,None,None,None,p,k,None,None,None,None,None,None,None,None,1
975,Draw,70,14,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,Q,None,None,None,None,None,None,P,None,None,None,P,None,None,None,q,None,None,None,None,None,None,p,None,None,p,None,p,None,None,None,None,None,None,p,k,None,None,None,None,None,None,None,None,0
976,Draw,71,13,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,Q,None,None,None,None,None,None,P,None,None,None,P,None,None,None,q,None,None,None,None,None,None,p,None,None,p,k,p,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,None,1
977,Draw,72,12,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,P,None,None,None,P,None,None,None,q,None,None,None,None,None,None,p,None,None,p,k,p,None,None,None,None,None,None,p,None,None,None,None,None,Q,None,None,None,0
978,Draw,73,11,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,P,None,None,None,P,None,None,None,q,None,None,None,None,None,None,p,None,None,p,None,p,None,None,None,None,None,None,p,k,None,None,None,None,Q,None,None,None,1
979,Draw,74,10,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,q,None,None,None,P,None,None,p,None,None,p,None,p,None,None,None,None,None,None,p,k,None,None,None,None,Q,None,None,None,0
980,Draw,75,9,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,None,None,P,None,None,p,None,None,p,None,p,None,None,None,None,None,None,p,k,None,None,None,None,Q,None,None,None,1
981,Draw,76,8,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,None,None,P,None,None,p,None,None,p,Q,p,None,None,None,None,None,None,p,k,None,None,None,None,None,None,None,None,0
982,Draw,77,7,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,None,None,P,None,None,p,None,None,p,Q,p,None,None,None,None,None,None,p,None,None,None,None,None,None,None,k,None,1
983,Draw,78,6,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,None,None,P,None,None,p,None,None,p,None,p,None,None,None,None,None,None,p,None,None,None,None,None,Q,None,k,None,0
984,Draw,79,5,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,None,None,P,None,None,p,None,None,p,None,p,None,None,None,None,None,None,p,k,None,None,None,None,Q,None,None,None,1
985,Draw,80,4,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,None,None,P,None,None,p,None,None,p,Q,p,None,None,None,None,None,None,p,k,None,None,None,None,None,None,None,None,0
986,Draw,81,3,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,None,None,P,None,None,p,None,None,p,Q,p,None,None,None,None,None,None,p,None,None,None,None,None,None,None,k,None,1
987,Draw,82,2,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,None,None,P,None,None,p,None,None,p,None,p,None,None,None,None,None,None,p,None,None,None,None,None,Q,None,k,None,0
988,Draw,83,1,None,None,None,None,None,None,K,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,q,None,None,None,None,None,None,None,None,None,None,None,P,None,None,p,None,None,p,None,p,None,None,None,None,None,None,p,k,None,None,None,None,Q,None,None,None,1
989,Draw,0,119,R,N,B,Q,K,B,N,R,P,P,P,None,P,P,P,P,None,None,None,None,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,p,p,p,p,p,p,p,p,r,n,b,q,k,b,n,r,0
990,Draw,1,118,R,N,B,Q,K,B,N,R,P,P,P,None,P,P,P,P,None,None,None,None,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,n,None,None,p,p,p,p,p,p,p,p,r,n,b,q,k,b,None,r,1
991,Draw,2,117,R,N,B,Q,K,B,N,R,P,P,None,None,P,P,P,P,None,None,None,None,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,n,None,None,p,p,p,p,p,p,p,p,r,n,b,q,k,b,None,r,0
992,Draw,3,116,R,N,B,Q,K,B,N,R,P,P,None,None,P,P,P,P,None,None,None,None,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,p,n,None,None,p,p,p,p,None,p,p,p,r,n,b,q,k,b,None,r,1
993,Draw,4,115,R,N,B,Q,K,B,None,R,P,P,None,None,P,P,P,P,None,None,None,None,None,N,None,None,None,None,P,P,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,p,n,None,None,p,p,p,p,None,p,p,p,r,n,b,q,k,b,None,r,0
994,Draw,5,114,R,N,B,Q,K,B,None,R,P,P,None,None,P,P,P,P,None,None,None,None,None,N,None,None,None,None,P,P,None,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,p,n,None,None,p,p,p,None,None,p,p,p,r,n,b,q,k,b,None,r,1
995,Draw,6,113,R,None,B,Q,K,B,None,R,P,P,None,None,P,P,P,P,None,None,N,None,None,N,None,None,None,None,P,P,None,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,p,n,None,None,p,p,p,None,None,p,p,p,r,n,b,q,k,b,None,r,0
996,Draw,7,112,R,None,B,Q,K,B,None,R,P,P,None,None,P,P,P,P,None,None,N,None,None,N,None,None,None,b,P,P,None,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,p,n,None,None,p,p,p,None,None,p,p,p,r,n,b,q,k,None,None,r,1
997,Draw,8,111,R,None,B,Q,K,B,None,R,P,P,None,None,P,P,P,P,None,None,N,None,None,N,None,None,None,b,None,P,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,None,p,n,None,None,p,p,p,None,None,p,p,p,r,n,b,q,k,None,None,r,0
998,Draw,9,110,R,None,B,Q,K,B,None,R,P,P,None,None,P,P,P,P,None,None,N,None,None,N,None,None,None,b,None,P,None,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,None,n,None,None,p,p,p,None,None,p,p,p,r,n,b,q,k,None,None,r,1
999,Draw,10,109,R,None,None,Q,K,B,None,R,P,P,None,None,P,P,P,P,None,None,N,None,None,N,None,None,None,b,None,P,None,None,None,None,None,None,None,p,None,None,B,None,None,None,None,None,None,n,None,None,p,p,p,None,None,p,p,p,r,n,b,q,k,None,None,r,0
1000,Draw,11,108,R,None,None,Q,K,B,None,R,P,P,None,None,P,P,P,P,None,None,N,None,None,N,None,None,None,b,None,P,None,None,None,None,None,None,None,p,None,None,B,None,None,None,None,None,None,n,None,None,p,p,p,None,None,p,p,p,r,n,b,q,None,r,k,None,1
1001,Draw,12,107,R,None,None,Q,K,B,None,R,P,P,None,None,None,P,P,P,None,None,N,None,P,N,None,None,None,b,None,P,None,None,None,None,None,None,None,p,None,None,B,None,None,None,None,None,None,n,None,None,p,p,p,None,None,p,p,p,r,n,b,q,None,r,k,None,0
1002,Draw,13,106,R,None,None,Q,K,B,None,R,P,P,None,None,None,P,P,P,None,None,N,None,P,N,None,None,None,b,None,P,None,None,None,None,None,None,None,p,None,b,B,None,None,None,None,None,None,n,None,None,p,p,p,None,None,p,p,p,r,n,None,q,None,r,k,None,1
1003,Draw,14,105,R,None,None,None,K,B,None,R,P,P,None,None,None,P,P,P,None,Q,N,None,P,N,None,None,None,b,None,P,None,None,None,None,None,None,None,p,None,b,B,None,None,None,None,None,None,n,None,None,p,p,p,None,None,p,p,p,r,n,None,q,None,r,k,None,0
1004,Draw,15,104,R,None,None,None,K,B,None,R,P,P,None,None,None,P,P,P,None,Q,b,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,b,B,None,None,None,None,None,None,n,None,None,p,p,p,None,None,p,p,p,r,n,None,q,None,r,k,None,1
1005,Draw,16,103,R,None,None,None,K,B,None,R,P,P,None,None,None,P,P,P,None,None,Q,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,b,B,None,None,None,None,None,None,n,None,None,p,p,p,None,None,p,p,p,r,n,None,q,None,r,k,None,0
1006,Draw,17,102,R,None,None,None,K,B,None,R,P,P,None,None,None,P,P,P,None,None,Q,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,b,B,None,None,None,None,None,None,n,None,p,p,p,p,None,None,p,p,None,r,n,None,q,None,r,k,None,1
1007,Draw,18,101,R,None,None,None,K,B,None,R,P,P,None,None,None,P,P,P,None,None,Q,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,b,None,None,None,None,None,None,None,B,None,p,p,p,p,None,None,p,p,None,r,n,None,q,None,r,k,None,0
1008,Draw,19,100,R,None,None,None,K,B,None,R,P,P,None,None,None,P,P,P,None,None,Q,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,b,None,None,None,None,None,None,None,q,None,p,p,p,p,None,None,p,p,None,r,n,None,None,None,r,k,None,1
1009,Draw,20,99,R,None,None,None,K,None,None,R,P,P,None,None,None,P,P,P,None,None,Q,B,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,b,None,None,None,None,None,None,None,q,None,p,p,p,p,None,None,p,p,None,r,n,None,None,None,r,k,None,0
1010,Draw,21,98,R,None,None,None,K,None,None,R,P,P,None,None,None,P,P,P,None,None,Q,B,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,b,None,None,None,None,p,None,None,q,None,p,p,p,None,None,None,p,p,None,r,n,None,None,None,r,k,None,1
1011,Draw,22,97,R,None,None,None,K,None,None,R,P,P,None,None,None,P,P,P,None,None,Q,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,B,None,None,None,None,p,None,None,q,None,p,p,p,None,None,None,p,p,None,r,n,None,None,None,r,k,None,0
1012,Draw,23,96,R,None,None,None,K,None,None,R,P,P,None,None,None,P,P,P,None,None,Q,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,q,None,None,None,None,p,None,None,None,None,p,p,p,None,None,None,p,p,None,r,n,None,None,None,r,k,None,1
1013,Draw,24,95,R,None,None,None,K,None,None,R,P,P,None,None,None,P,P,P,None,Q,None,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,q,None,None,None,None,p,None,None,None,None,p,p,p,None,None,None,p,p,None,r,n,None,None,None,r,k,None,0
1014,Draw,25,94,R,None,None,None,K,None,None,R,P,P,None,None,None,P,P,P,None,Q,None,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,None,None,None,None,None,p,None,None,None,None,p,p,p,None,None,None,p,p,None,r,n,q,None,None,r,k,None,1
1015,Draw,26,93,R,None,None,None,None,R,K,None,P,P,None,None,None,P,P,P,None,Q,None,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,None,None,None,None,None,p,None,None,None,None,p,p,p,None,None,None,p,p,None,r,n,q,None,None,r,k,None,0
1016,Draw,27,92,R,None,None,None,None,R,K,None,P,P,None,None,None,P,P,P,None,Q,None,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,None,None,None,None,None,p,None,None,None,None,p,p,p,None,n,None,p,p,None,r,None,q,None,None,r,k,None,1
1017,Draw,28,91,R,None,None,None,R,None,K,None,P,P,None,None,None,P,P,P,None,Q,None,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,None,None,None,None,None,p,None,None,None,None,p,p,p,None,n,None,p,p,None,r,None,q,None,None,r,k,None,0
1018,Draw,29,90,R,None,None,None,R,None,K,None,P,P,None,None,None,P,P,P,None,Q,None,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,None,None,None,None,None,p,None,None,None,None,p,p,p,q,n,None,p,p,None,r,None,None,None,None,r,k,None,1
1019,Draw,30,89,None,None,R,None,R,None,K,None,P,P,None,None,None,P,P,P,None,Q,None,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,None,None,None,None,None,p,None,None,None,None,p,p,p,q,n,None,p,p,None,r,None,None,None,None,r,k,None,0
1020,Draw,31,88,None,None,R,None,R,None,K,None,P,P,None,None,None,P,P,P,None,Q,None,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,None,None,None,None,q,p,None,None,None,None,p,p,p,None,n,None,p,p,None,r,None,None,None,None,r,k,None,1
1021,Draw,32,87,None,None,R,None,R,None,K,None,P,P,Q,None,None,P,P,P,None,None,None,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,None,None,None,None,q,p,None,None,None,None,p,p,p,None,n,None,p,p,None,r,None,None,None,None,r,k,None,0
1022,Draw,33,86,None,None,R,None,R,None,K,None,P,P,Q,None,None,P,P,P,None,None,None,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,None,None,None,None,q,p,None,None,None,None,p,p,p,None,n,None,p,p,None,r,None,None,None,r,None,k,None,1
1023,Draw,34,85,None,None,R,None,R,None,K,None,None,P,Q,None,None,P,P,P,P,None,None,None,P,N,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,None,None,None,None,q,p,None,None,None,None,p,p,p,None,n,None,p,p,None,r,None,None,None,r,None,k,None,0
1024,Draw,35,84,None,None,R,None,R,None,K,None,None,P,Q,None,None,P,P,P,P,None,None,None,P,N,None,None,None,None,None,P,None,None,None,None,p,None,None,p,None,None,None,None,None,q,p,None,None,None,None,p,None,p,None,n,None,p,p,None,r,None,None,None,r,None,k,None,1
1025,Draw,36,83,None,None,R,None,R,None,K,None,None,None,Q,None,None,P,P,P,P,P,None,None,P,N,None,None,None,None,None,P,None,None,None,None,p,None,None,p,None,None,None,None,None,q,p,None,None,None,None,p,None,p,None,n,None,p,p,None,r,None,None,None,r,None,k,None,0
1026,Draw,37,82,None,None,R,None,R,None,K,None,None,None,Q,None,None,P,P,P,P,P,None,None,P,N,None,None,None,None,None,P,None,None,None,None,p,None,None,p,None,None,None,None,None,None,p,None,None,None,None,p,None,p,q,n,None,p,p,None,r,None,None,None,r,None,k,None,1
1027,Draw,38,81,None,None,R,None,R,None,K,None,None,None,Q,N,None,P,P,P,P,P,None,None,P,None,None,None,None,None,None,P,None,None,None,None,p,None,None,p,None,None,None,None,None,None,p,None,None,None,None,p,None,p,q,n,None,p,p,None,r,None,None,None,r,None,k,None,0
1028,Draw,39,80,None,None,R,None,R,None,K,None,None,None,Q,N,None,P,P,P,P,P,None,None,P,None,None,None,None,None,None,P,None,None,None,None,p,None,None,p,None,None,None,None,None,None,p,q,None,None,None,p,None,p,None,n,None,p,p,None,r,None,None,None,r,None,k,None,1
1029,Draw,40,79,None,None,R,None,R,None,K,None,None,Q,None,N,None,P,P,P,P,P,None,None,P,None,None,None,None,None,None,P,None,None,None,None,p,None,None,p,None,None,None,None,None,None,p,q,None,None,None,p,None,p,None,n,None,p,p,None,r,None,None,None,r,None,k,None,0
1030,Draw,41,78,None,None,R,None,R,None,K,None,None,Q,None,N,None,P,P,P,P,P,None,None,P,None,None,None,None,None,None,P,None,None,None,None,p,None,None,p,None,None,None,None,None,None,p,q,r,None,None,p,None,p,None,n,None,p,p,None,r,None,None,None,None,None,k,None,1
1031,Draw,42,77,None,None,R,None,R,None,K,None,None,Q,None,N,None,None,P,P,P,P,None,None,P,P,None,None,None,None,None,P,None,None,None,None,p,None,None,p,None,None,None,None,None,None,p,q,r,None,None,p,None,p,None,n,None,p,p,None,r,None,None,None,None,None,k,None,0
1032,Draw,43,76,None,None,R,None,R,None,K,None,None,Q,None,N,None,None,P,P,P,P,None,None,P,P,None,None,None,None,None,P,None,None,None,None,p,None,None,p,None,p,None,None,None,None,p,q,r,None,None,p,None,p,None,n,None,None,p,None,r,None,None,None,None,None,k,None,1
1033,Draw,44,75,None,None,R,None,None,None,K,None,None,Q,None,N,R,None,P,P,P,P,None,None,P,P,None,None,None,None,None,P,None,None,None,None,p,None,None,p,None,p,None,None,None,None,p,q,r,None,None,p,None,p,None,n,None,None,p,None,r,None,None,None,None,None,k,None,0
1034,Draw,45,74,None,None,R,None,None,None,K,None,None,Q,None,N,R,None,P,P,P,P,None,None,P,P,None,None,None,None,None,P,None,None,None,None,p,None,None,p,None,p,None,None,None,None,p,q,r,None,None,p,None,p,None,n,None,None,p,None,None,None,None,None,r,None,k,None,1
1035,Draw,46,73,None,None,None,None,R,None,K,None,None,Q,None,N,R,None,P,P,P,P,None,None,P,P,None,None,None,None,None,P,None,None,None,None,p,None,None,p,None,p,None,None,None,None,p,q,r,None,None,p,None,p,None,n,None,None,p,None,None,None,None,None,r,None,k,None,0
1036,Draw,47,72,None,None,None,None,R,None,K,None,None,Q,None,N,R,None,P,P,P,P,None,None,P,P,None,None,None,None,None,P,None,None,None,None,p,None,None,p,None,p,None,None,None,None,p,q,r,n,None,p,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,1
1037,Draw,48,71,None,None,None,None,R,None,K,None,None,Q,None,N,R,None,P,P,P,None,None,None,P,P,None,None,None,P,None,P,None,None,None,None,p,None,None,p,None,p,None,None,None,None,p,q,r,n,None,p,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,0
1038,Draw,49,70,None,None,None,None,R,None,K,None,None,Q,None,N,R,None,P,P,P,None,None,None,P,P,None,None,None,p,None,P,None,None,None,None,None,None,None,p,None,p,None,None,None,None,p,q,r,n,None,p,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,1
1039,Draw,50,69,None,None,None,None,R,None,K,None,None,Q,None,N,R,None,P,P,None,None,None,None,P,P,None,None,None,P,None,P,None,None,None,None,None,None,None,p,None,p,None,None,None,None,p,q,r,n,None,p,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,0
1040,Draw,51,68,None,None,None,None,R,None,K,None,None,Q,None,N,R,None,P,P,None,None,None,None,P,P,None,None,None,P,None,P,None,None,None,None,None,None,None,p,None,p,None,n,None,None,p,q,r,None,None,p,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,1
1041,Draw,52,67,None,None,None,None,R,None,K,None,None,None,None,N,R,None,P,P,None,None,Q,None,P,P,None,None,None,P,None,P,None,None,None,None,None,None,None,p,None,p,None,n,None,None,p,q,r,None,None,p,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,0
1042,Draw,53,66,None,None,None,None,R,None,K,None,None,None,None,N,R,None,P,P,None,None,Q,None,P,P,None,None,None,P,None,P,None,n,None,None,None,None,None,p,None,p,None,None,None,None,p,q,r,None,None,p,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,1
1043,Draw,54,65,None,None,None,None,R,None,K,None,None,None,None,N,None,R,P,P,None,None,Q,None,P,P,None,None,None,P,None,P,None,n,None,None,None,None,None,p,None,p,None,None,None,None,p,q,r,None,None,p,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,0
1044,Draw,55,64,None,None,None,None,R,None,K,None,None,None,None,N,None,R,P,P,None,None,Q,None,P,P,None,None,None,P,None,P,None,n,None,None,None,None,None,p,None,p,None,p,None,None,p,q,r,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,1
1045,Draw,56,63,None,None,None,None,R,N,K,None,None,None,None,None,None,R,P,P,None,None,Q,None,P,P,None,None,None,P,None,P,None,n,None,None,None,None,None,p,None,p,None,p,None,None,p,q,r,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,0
1046,Draw,57,62,None,None,None,None,R,N,K,None,None,None,None,None,None,R,P,P,None,None,Q,None,P,P,None,None,None,P,None,P,None,n,None,p,None,None,None,p,None,p,None,None,None,None,p,q,r,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,1
1047,Draw,58,61,None,None,R,None,None,N,K,None,None,None,None,None,None,R,P,P,None,None,Q,None,P,P,None,None,None,P,None,P,None,n,None,p,None,None,None,p,None,p,None,None,None,None,p,q,r,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,0
1048,Draw,59,60,None,None,R,None,None,N,K,None,None,None,None,None,None,R,P,P,None,None,Q,None,P,P,None,None,None,P,None,P,None,None,None,p,None,None,None,p,None,p,None,n,None,None,p,q,r,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,1
1049,Draw,60,59,None,None,R,None,None,N,K,None,None,None,None,None,None,R,P,P,None,None,Q,None,P,P,None,None,None,None,None,P,None,None,None,p,None,P,None,p,None,p,None,n,None,None,p,q,r,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,0
1050,Draw,61,58,None,None,R,None,None,N,K,None,None,None,None,None,None,R,P,P,None,None,Q,None,P,P,None,None,None,None,None,P,None,p,None,p,None,P,None,p,None,None,None,n,None,None,p,q,r,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,1
1051,Draw,62,57,None,None,R,None,None,N,K,None,None,None,None,None,None,R,P,P,None,None,Q,None,None,P,None,None,None,None,None,P,P,p,None,p,None,P,None,p,None,None,None,n,None,None,p,q,r,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,0
1052,Draw,63,56,None,None,R,None,None,N,K,None,None,None,None,None,None,R,P,P,None,None,Q,None,None,P,None,None,None,None,None,P,p,p,None,p,None,P,None,None,None,None,None,n,None,None,p,q,r,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,1
1053,Draw,64,55,None,None,R,None,None,N,K,None,None,None,None,None,None,R,P,P,None,None,Q,None,None,None,None,None,None,None,None,P,P,p,None,p,None,P,None,None,None,None,None,n,None,None,p,q,r,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,0
1054,Draw,65,54,None,None,R,None,None,N,K,None,None,None,None,None,None,R,P,P,None,None,Q,None,None,None,None,None,None,None,None,P,r,p,None,p,None,P,None,None,None,None,None,n,None,None,p,q,None,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,1
1055,Draw,66,53,None,None,R,None,None,N,K,None,None,None,None,None,None,R,P,P,None,None,Q,None,None,None,None,None,None,None,None,P,r,p,None,p,None,None,None,None,None,None,None,n,None,None,P,q,None,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,r,None,k,None,0
1056,Draw,67,52,None,None,R,None,None,N,K,None,None,None,None,None,None,R,P,P,None,None,Q,None,None,None,None,None,None,None,None,P,r,p,None,p,None,None,None,None,None,None,None,n,None,None,p,q,None,None,None,None,None,None,None,None,None,None,p,None,None,None,None,None,r,None,k,None,1
1057,Draw,68,51,None,None,R,None,None,N,K,None,None,None,None,None,None,R,P,P,None,None,None,None,None,None,None,None,None,None,None,P,r,p,None,p,None,None,None,None,None,None,None,n,None,None,Q,q,None,None,None,None,None,None,None,None,None,None,p,None,None,None,None,None,r,None,k,None,0
1058,Draw,69,50,None,None,R,None,None,N,K,None,None,None,None,None,None,R,P,P,None,None,None,None,None,None,None,None,None,None,None,q,r,p,None,p,None,None,None,None,None,None,None,n,None,None,Q,None,None,None,None,None,None,None,None,None,None,None,p,None,None,None,None,None,r,None,k,None,1
